step,Episode/rew_acceleration,Episode/rew_action_rate,Episode/rew_action_smoothness2,Episode/rew_alive,Episode/rew_ang_vel_xy,Episode/rew_base_height,Episode/rew_contact_no_vel,Episode/rew_dof_pos_error,Episode/rew_dof_vel,Episode/rew_drift,Episode/rew_feet_air_time,Episode/rew_feet_clearance,Episode/rew_feet_orientation,Episode/rew_gait_contact,Episode/rew_gait_swing,Episode/rew_heading_drift,Episode/rew_hip_pos,Episode/rew_joint_torques,Episode/rew_knee_flexion,Episode/rew_leg_load_balance,Episode/rew_lin_vel_z,Episode/rew_orientation,Episode/rew_similar_to_default,Episode/rew_torque_limits,Episode/rew_tracking_ang_vel,Episode/rew_tracking_lin_vel,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_episode_length/time,Train/mean_reward,Train/mean_reward/time
1424,-0.8302470445632935,-0.014022386632859707,-0.016633721068501472,0.49924975633621216,-0.07791627943515778,-2.2434169295593165e-05,-0.013024268671870232,-0.006309757940471172,-0.013814335688948631,-0.5846718549728394,0.005028917454183102,1.248279094696045,-0.06112416088581085,0.6084913015365601,-0.03067062608897686,-0.06108679994940758,-0.018355045467615128,-0.001554663060232997,1.5761889219284058,-0.014260302297770977,-0.00026705951313488185,-0.011017720215022564,-0.04149698466062546,-0.10553549230098724,0.7705312967300415,3.6985442638397217,-16.5673885345459,0.0002601229352876544,-0.003618551418185234,0.0404791533946991,0.6262533664703369,0.1042177677154541,134576.0,0.11666461825370789,997.3800048828125,,129.703125,
1425,-0.8353680372238159,-0.014113545417785645,-0.01672230288386345,0.5005067586898804,-0.07742674648761749,-2.219550879090093e-05,-0.013334187678992748,-0.006381859537214041,-0.013933978974819183,-0.5895026922225952,0.005098285153508186,1.252602458000183,-0.06142239272594452,0.6112152338027954,-0.03041674755513668,-0.0654219463467598,-0.018246013671159744,-0.0015747260767966509,1.5794161558151245,-0.017262037843465805,-0.0002672224072739482,-0.010768710635602474,-0.04156927391886711,-0.11213996261358261,0.7720529437065125,3.704003095626831,-16.56845474243164,0.0002601229352876544,-0.0023581739515066147,0.03920349106192589,0.6253116130828857,0.1040487289428711,134781.0,0.11674045026302338,1001.0,,129.6571502685547,
1426,-0.7996727824211121,-0.013497315347194672,-0.016017740592360497,0.4796522557735443,-0.07654348760843277,-2.135214708687272e-05,-0.012390422634780407,-0.006132951006293297,-0.013289665803313255,-0.5723910331726074,0.004799507558345795,1.1962579488754272,-0.058290570974349976,0.5835680365562439,-0.029754899442195892,-0.06315460056066513,-0.01792316883802414,-0.001509814290329814,1.5142524242401123,-0.01663222163915634,-0.00025320163695141673,-0.010765588842332363,-0.03988223150372505,-0.10933582484722137,0.7373948097229004,3.544574737548828,-16.56438446044922,0.0002601229352876544,-0.0037276579532772303,0.03978412598371506,0.6248452663421631,0.10462546348571777,134760.0,0.1166386604309082,1001.0,949.280029296875,129.83297729492188,92.14757537841797
1427,-0.7995957136154175,-0.013529877178370953,-0.016058769077062607,0.4796522557735443,-0.07485469430685043,-2.1811927581438795e-05,-0.012695593759417534,-0.0061217485927045345,-0.013303397223353386,-0.5755636692047119,0.0048961155116558075,1.2018622159957886,-0.05940764769911766,0.5860570669174194,-0.029063474386930466,-0.06071680784225464,-0.017665009945631027,-0.0015079615404829383,1.5137529373168945,-0.014351963065564632,-0.000253771198913455,-0.01004143338650465,-0.03981373831629753,-0.10685037076473236,0.736132025718689,3.5504164695739746,-16.53147315979004,0.0002601229352876544,-0.002923746360465884,0.05697426199913025,0.6271402835845947,0.10412716865539551,134429.0,0.11701486259698868,1001.0,972.0499877929688,130.15478515625,95.21483612060547
1428,-0.8325496912002563,-0.014082825742661953,-0.01672976277768612,0.49819415807724,-0.07783640176057816,-2.322128420928493e-05,-0.01323522999882698,-0.006351938005536795,-0.013831406831741333,-0.5894434452056885,0.004916368052363396,1.2508995532989502,-0.06331159919500351,0.6077341437339783,-0.03045872412621975,-0.06757672131061554,-0.01806761883199215,-0.0015641547506675124,1.57307767868042,-0.014181102626025677,-0.0002685163344722241,-0.011208539828658104,-0.041380759328603745,-0.10746270418167114,0.7665569186210632,3.6866471767425537,-16.4954891204834,0.0002601229352876544,-0.002524632727727294,0.06274240463972092,0.6267976760864258,0.1047666072845459,134375.0,0.11718612909317017,996.510009765625,963.22998046875,129.221435546875,93.34822845458984
1429,-0.8355912566184998,-0.014134742319583893,-0.016758767887949944,0.49862298369407654,-0.07870876044034958,-2.313312688784208e-05,-0.013245667330920696,-0.006380956619977951,-0.013940724544227123,-0.60600346326828,0.005013819318264723,1.250975489616394,-0.062381546944379807,0.6090003848075867,-0.030278509482741356,-0.06987585872411728,-0.018569042906165123,-0.0015748640289530158,1.5738070011138916,-0.014995506033301353,-0.00026523330598138273,-0.010970722883939743,-0.041385531425476074,-0.11092221736907959,0.7662064433097839,3.6902403831481934,-16.46828269958496,0.0002601229352876544,-0.003164207097142935,0.05038630589842796,0.6339921951293945,0.10435056686401367,133141.0,0.11716391891241074,998.8300170898438,933.4500122070312,129.28675842285156,90.77474975585938
1430,-0.8381604552268982,-0.0141321225091815,-0.01684591919183731,0.4997740685939789,-0.07853519171476364,-2.366107037232723e-05,-0.012763746082782745,-0.00639302795752883,-0.013786174356937408,-0.5911624431610107,0.004860484041273594,1.2519822120666504,-0.061330974102020264,0.6083159446716309,-0.03092905879020691,-0.06262589991092682,-0.01846005767583847,-0.0015634506708011031,1.5773128271102905,-0.01507201325148344,-0.0002630584640428424,-0.01110232062637806,-0.04147154092788696,-0.11226822435855865,0.7699314951896667,3.7061679363250732,-16.427675247192383,0.0002601229352876544,-0.0025799034629017115,0.06998863071203232,0.6249377727508545,0.10451102256774902,134764.0,0.11769537627696991,998.8900146484375,,129.16314697265625,
1431,-0.8245407938957214,-0.01393456757068634,-0.016578100621700287,0.4926545023918152,-0.07781225442886353,-2.270437471452169e-05,-0.012998375110328197,-0.006387046538293362,-0.013625039719045162,-0.6155171394348145,0.0049051279202103615,1.2291560173034668,-0.061517875641584396,0.60370272397995,-0.029362691566348076,-0.06720113009214401,-0.01845407485961914,-0.001570977969095111,1.5552853345870972,-0.016270991414785385,-0.00025483971694484353,-0.01210104115307331,-0.0409785658121109,-0.11381494998931885,0.7533470988273621,3.6379384994506836,-16.357906341552734,0.0002601229352876544,-0.0024576515424996614,0.047130752354860306,0.626446008682251,0.10399723052978516,134581.0,0.11779240518808365,992.1900024414062,939.1599731445312,127.7601089477539,90.86071014404297
1432,-0.826207160949707,-0.01396239921450615,-0.01650916412472725,0.49114543199539185,-0.07929296791553497,-2.309994124516379e-05,-0.013406820595264435,-0.006319929845631123,-0.013876283541321754,-0.5905517935752869,0.004772433545440435,1.230910301208496,-0.06181400269269943,0.5966682434082031,-0.030713211745023727,-0.06418942660093307,-0.018224243074655533,-0.0015609972178936005,1.5503047704696655,-0.016161486506462097,-0.000268522126134485,-0.011771070770919323,-0.04090886563062668,-0.11582514643669128,0.7568930387496948,3.6223883628845215,-16.359773635864258,0.0002601229352876544,-0.0027403542771935463,0.04880647733807564,0.6289870738983154,0.10396862030029297,134119.0,0.11781935393810272,987.52001953125,,127.63127136230469,
1433,-0.8073355555534363,-0.013668159954249859,-0.016202447935938835,0.4796522557735443,-0.07659120857715607,-2.1842435671715066e-05,-0.01270668487995863,-0.006151444278657436,-0.01350474264472723,-0.5752893686294556,0.004727743100374937,1.2011033296585083,-0.05981575697660446,0.584420919418335,-0.029517991468310356,-0.06248211860656738,-0.01807239279150963,-0.001517304452136159,1.5142686367034912,-0.015030856244266033,-0.0002525311429053545,-0.010563910007476807,-0.039869628846645355,-0.10697884857654572,0.7360491752624512,3.544282913208008,-16.34297752380371,0.0002601229352876544,-0.0028180708177387714,0.049832187592983246,0.6253480911254883,0.10502457618713379,134594.0,0.11796832829713821,1001.0,,129.5301513671875,
1434,-0.8359343409538269,-0.014105726033449173,-0.01677849516272545,0.49836084246635437,-0.07821928709745407,-2.2364029064192437e-05,-0.012940621003508568,-0.006413854192942381,-0.013817081227898598,-0.585284411907196,0.004937088117003441,1.2479188442230225,-0.06066787987947464,0.6083145141601562,-0.030364152044057846,-0.061278652399778366,-0.018513280898332596,-0.0015753151383250952,1.573714256286621,-0.016987396404147148,-0.00026287935907021165,-0.011307351291179657,-0.04142959788441658,-0.11354929208755493,0.7670793533325195,3.6931490898132324,-16.338279724121094,0.0002601229352876544,-0.0032450540456920862,0.04127216339111328,0.6257424354553223,0.10478448867797852,134565.0,0.11789871007204056,995.3099975585938,944.8800048828125,129.14476013183594,91.52910614013672
1435,-0.809687077999115,-0.013668681494891644,-0.016248097643256187,0.4796522557735443,-0.0763203576207161,-2.17303131648805e-05,-0.012688303366303444,-0.006176055874675512,-0.01340768113732338,-0.5721698999404907,0.00466808071359992,1.19887113571167,-0.058274101465940475,0.5829642415046692,-0.029922619462013245,-0.06538836658000946,-0.01778201013803482,-0.0015164058422669768,1.51334810256958,-0.015481862239539623,-0.00025499402545392513,-0.010109193623065948,-0.039930157363414764,-0.11023392528295517,0.7365619540214539,3.5446460247039795,-16.31945037841797,0.0002601229352876544,-0.002955692820250988,0.06361428648233414,0.6248044967651367,0.10420608520507812,134845.0,0.11813218891620636,1001.0,,128.8453369140625,
1436,-0.8360251188278198,-0.014087101444602013,-0.016836266964673996,0.4966559410095215,-0.07747527956962585,-2.241386209789198e-05,-0.012460164725780487,-0.006356623023748398,-0.013665154576301575,-0.5897597074508667,0.0048776064068078995,1.2431721687316895,-0.05950791388750076,0.6050928235054016,-0.030577166005969048,-0.06328260153532028,-0.018131406977772713,-0.0015544760972261429,1.5683767795562744,-0.014502125792205334,-0.0002593161480035633,-0.010956148616969585,-0.04126422107219696,-0.10924860090017319,0.7651445269584656,3.6843299865722656,-16.260936737060547,0.00039018443203531206,-0.0006654513417743146,0.045351047068834305,0.6349334716796875,0.1039893627166748,133036.0,0.11839175969362259,997.3300170898438,,129.82806396484375,
1437,-0.8452131152153015,-0.014250190928578377,-0.016977360472083092,0.4993608891963959,-0.07929965108633041,-2.2805979824624956e-05,-0.012788510881364346,-0.006403210572898388,-0.01392512395977974,-0.5812956094741821,0.004963514395058155,1.2521300315856934,-0.06081771105527878,0.608352780342102,-0.03075355850160122,-0.059266965836286545,-0.018559366464614868,-0.001567699946463108,1.576173186302185,-0.013090233318507671,-0.00026771778357215226,-0.010194309055805206,-0.04149856045842171,-0.1090921014547348,0.770453155040741,3.7006995677948,-16.255809783935547,0.0002601229352876544,-0.0013330080546438694,0.03734651952981949,0.6282787322998047,0.10497021675109863,134066.0,0.1184234768152237,998.7999877929688,965.8599853515625,129.83859252929688,93.50820922851562
1438,-0.7711190581321716,-0.013075641356408596,-0.015568035654723644,0.4565936028957367,-0.07036381959915161,-2.0351106286398135e-05,-0.012122087180614471,-0.005911781452596188,-0.01279496680945158,-0.5428436994552612,0.004565979354083538,1.1433205604553223,-0.05596499890089035,0.5586858987808228,-0.02744331955909729,-0.055257171392440796,-0.01723066344857216,-0.001455681282095611,1.4419572353363037,-0.013416836969554424,-0.00024186863447539508,-0.009358864277601242,-0.03811071068048477,-0.10527946054935455,0.701267659664154,3.3711748123168945,-16.228233337402344,0.0002601229352876544,-0.0033394184429198503,0.06796038895845413,0.6251230239868164,0.10513925552368164,134614.0,0.11862411350011826,995.7100219726562,,129.245849609375,
1439,-0.8441262245178223,-0.014284825883805752,-0.01700793020427227,0.4986442029476166,-0.07729087769985199,-2.2676576918456703e-05,-0.01325233094394207,-0.0064145661890506744,-0.013969317078590393,-0.5811687707901001,0.005183700937777758,1.253438949584961,-0.06213090568780899,0.6096460819244385,-0.03010762482881546,-0.05878106877207756,-0.018374115228652954,-0.0015737477224320173,1.573828935623169,-0.014853447675704956,-0.0002670401881914586,-0.010298158042132854,-0.04151023551821709,-0.11160445213317871,0.7678365707397461,3.7021865844726562,-16.193008422851562,0.0002601229352876544,-0.0021682363003492355,0.049591924995183945,0.6299657821655273,0.10401582717895508,133932.0,0.11879052966833115,991.239990234375,956.3800048828125,128.76451110839844,91.62092590332031
1440,-0.8446788787841797,-0.014284064993262291,-0.017026085406541824,0.4977441728115082,-0.08031367510557175,-2.336618308618199e-05,-0.013027149252593517,-0.006484318524599075,-0.013948793523013592,-0.6159635782241821,0.00472357077524066,1.2456468343734741,-0.06133760139346123,0.6061379909515381,-0.03072209283709526,-0.06693831086158752,-0.018931591883301735,-0.0015928465873003006,1.5711708068847656,-0.016039958223700523,-0.00026148001779802144,-0.011169347912073135,-0.041443973779678345,-0.11766307801008224,0.7618556022644043,3.670114517211914,-16.149852752685547,0.0002601229352876544,-0.0024479476269334555,0.067318394780159,0.6301426887512207,0.1046743392944336,133780.0,0.11904328316450119,994.3699951171875,,128.0647735595703,
1441,-0.8468589782714844,-0.014317294582724571,-0.017015499994158745,0.4969649910926819,-0.07982583343982697,-2.2818276192992926e-05,-0.013492545112967491,-0.006438395939767361,-0.014074243605136871,-0.5940967798233032,0.0046095154248178005,1.2450453042984009,-0.06195639818906784,0.6035885214805603,-0.031118668615818024,-0.06477352231740952,-0.018773678690195084,-0.0015804171562194824,1.5690724849700928,-0.01580624282360077,-0.0002693423884920776,-0.011028487235307693,-0.041439179331064224,-0.11537110805511475,0.7642641067504883,3.661724805831909,-16.098257064819336,0.0002601229352876544,-0.002886686474084854,0.05441780388355255,0.627204179763794,0.10475420951843262,134302.0,0.11914203315973282,989.0999755859375,943.4199829101562,127.24190521240234,92.00237274169922
1442,-0.8440736532211304,-0.014291475526988506,-0.016999131068587303,0.4946697950363159,-0.0801682323217392,-2.337977639399469e-05,-0.01352778822183609,-0.006429562345147133,-0.014038294553756714,-0.6140364408493042,0.0046462612226605415,1.2418723106384277,-0.06267808377742767,0.6003003120422363,-0.03111402317881584,-0.078849658370018,-0.018565576523542404,-0.0015774889616295695,1.561483383178711,-0.015459585934877396,-0.0002665016509126872,-0.011656700633466244,-0.041276585310697556,-0.11622035503387451,0.7584484815597534,3.6494481563568115,-16.098844528198242,0.0002601229352876544,-0.003319322597235441,0.05748439580202103,0.6306824684143066,0.10395169258117676,133813.0,0.11929265409708023,987.27001953125,965.1500244140625,126.48571014404297,92.35814666748047
1443,-0.8535439372062683,-0.014437149278819561,-0.017214395105838776,0.5005067586898804,-0.08064884692430496,-2.2582613382837735e-05,-0.013485237956047058,-0.006568285636603832,-0.014077721163630486,-0.6018428206443787,0.004913227166980505,1.2544664144515991,-0.06150441616773605,0.6105403900146484,-0.030604183673858643,-0.06653007119894028,-0.018638750538229942,-0.0016102399677038193,1.580941915512085,-0.01582123525440693,-0.0002682603371795267,-0.01066175103187561,-0.04170140624046326,-0.12137284129858017,0.767693042755127,3.698995590209961,-16.085575103759766,0.0002601229352876544,-0.003652911866083741,0.046501077711582184,0.6271634101867676,0.10363197326660156,134516.0,0.11910051852464676,994.239990234375,,128.1984405517578,
1444,-0.8127226829528809,-0.01376534253358841,-0.016424747183918953,0.47576677799224854,-0.07753950357437134,-2.1667341570719145e-05,-0.01273140124976635,-0.006214878521859646,-0.013430558145046234,-0.5687243938446045,0.004457829054445028,1.1930265426635742,-0.05759022757411003,0.5786165595054626,-0.029576197266578674,-0.06366357207298279,-0.018051262944936752,-0.001522955484688282,1.5012688636779785,-0.014808478765189648,-0.0002582400047685951,-0.010625212453305721,-0.03969033062458038,-0.1135886013507843,0.7308160662651062,3.5138871669769287,-16.104782104492188,0.00039018443203531206,-0.0008462662808597088,0.04171010106801987,0.6225223541259766,0.10410332679748535,135288.0,0.11922059208154678,990.8300170898438,967.3300170898438,127.71448516845703,94.62438201904297
1445,-0.8548464775085449,-0.014463428407907486,-0.017178747802972794,0.49893587827682495,-0.08302535861730576,-2.337840669497382e-05,-0.014019200578331947,-0.006595934741199017,-0.014232918620109558,-0.6225101947784424,0.004835548810660839,1.2510480880737305,-0.0630926638841629,0.6075878143310547,-0.030796047300100327,-0.0698680654168129,-0.018963046371936798,-0.001619974966160953,1.5744861364364624,-0.01708238571882248,-0.00026813894510269165,-0.011399704031646252,-0.04163505882024765,-0.12522868812084198,0.7619398832321167,3.6673038005828857,-16.057117462158203,0.0002601229352876544,-0.0009063643519766629,0.05508202686905861,0.6304481029510498,0.1043996810913086,133774.0,0.11947249621152878,997.22998046875,939.52001953125,127.3827896118164,90.7856674194336
1446,-0.8576845526695251,-0.014531463384628296,-0.017326459288597107,0.5001473426818848,-0.08101703971624374,-2.2749212803319097e-05,-0.013613870367407799,-0.006579539738595486,-0.014204328879714012,-0.6127099990844727,0.004772392101585865,1.2536616325378418,-0.06108483672142029,0.6082315444946289,-0.031101828441023827,-0.07164958119392395,-0.01898428425192833,-0.0016153545584529638,1.578944206237793,-0.016490796580910683,-0.00026746769435703754,-0.01122751459479332,-0.04172065854072571,-0.12338370084762573,0.7664165496826172,3.686199903488159,-16.00136947631836,0.0002601229352876544,-0.003699549939483404,0.07440853118896484,0.6293392181396484,0.1043691635131836,133982.0,0.11976716667413712,996.5399780273438,954.1400146484375,127.03530883789062,92.31857299804688
1447,-0.8518723249435425,-0.014385048300027847,-0.01719645969569683,0.4977254271507263,-0.07925914973020554,-2.177734495489858e-05,-0.012913582846522331,-0.006524601019918919,-0.013960878364741802,-0.5982121825218201,0.004900581203401089,1.2427537441253662,-0.05906601995229721,0.6068403720855713,-0.0305195152759552,-0.07470402121543884,-0.019001219421625137,-0.0015957474242895842,1.5708497762680054,-0.016623295843601227,-0.00026362197240814567,-0.011080159805715084,-0.041497427970170975,-0.11936458945274353,0.7641932368278503,3.6747288703918457,-15.970785140991211,0.0002601229352876544,-0.003085836535319686,0.04210570082068443,0.6267480850219727,0.1041722297668457,134493.0,0.11969742923974991,995.25,977.6799926757812,127.79576873779297,94.756103515625
1448,-0.8575782179832458,-0.014547571539878845,-0.017398567870259285,0.5005067586898804,-0.07981275022029877,-2.24814848479582e-05,-0.013277924619615078,-0.006583520211279392,-0.014105835929512978,-0.6063430905342102,0.004871204029768705,1.2570186853408813,-0.06305928528308868,0.6131877899169922,-0.029868779703974724,-0.06882114708423615,-0.018598545342683792,-0.0016126018017530441,1.5809739828109741,-0.014734002761542797,-0.0002641767787281424,-0.010425224900245667,-0.041612330824136734,-0.11979704350233078,0.7668878436088562,3.7041735649108887,-16.020662307739258,0.0002601229352876544,-0.0037869929801672697,0.039091698825359344,0.6291244029998779,0.10447382926940918,134002.0,0.11948554217815399,1001.0,944.27001953125,128.89857482910156,91.109375
1449,-0.8611137270927429,-0.014562814496457577,-0.017384950071573257,0.5001817345619202,-0.08244558423757553,-2.2691883714287542e-05,-0.013427797704935074,-0.006581265479326248,-0.01418703980743885,-0.6087422966957092,0.004551507532596588,1.2543530464172363,-0.06161576509475708,0.607243537902832,-0.03139003366231918,-0.06434784829616547,-0.019136209040880203,-0.001608875929377973,1.5798296928405762,-0.017136355862021446,-0.0002693347632884979,-0.011184531264007092,-0.041690289974212646,-0.12000631541013718,0.7657308578491211,3.6887669563293457,-16.002357482910156,0.0002601229352876544,-0.002954956842586398,0.05117527395486832,0.6372411251068115,0.10458755493164062,132515.0,0.11974738538265228,1000.219970703125,933.3200073242188,128.9203643798828,89.2928695678711
1450,-0.8600289821624756,-0.014567784033715725,-0.017342109233140945,0.4979024827480316,-0.08056724071502686,-2.2755779355065897e-05,-0.013698938302695751,-0.006557521875947714,-0.01428318303078413,-0.6130670309066772,0.004790120758116245,1.2511682510375977,-0.06264036893844604,0.6071838140487671,-0.030494943261146545,-0.0720706582069397,-0.018908686935901642,-0.0016079697525128722,1.5713409185409546,-0.014806586317718029,-0.00026919340598396957,-0.010862639173865318,-0.041593294590711594,-0.11817269027233124,0.7619154453277588,3.6691784858703613,-15.914071083068848,0.0002601229352876544,-0.0026639197021722794,0.07531033456325531,0.6313982009887695,0.10500097274780273,133492.0,0.12027963250875473,997.25,,127.70421600341797,
1451,-0.8491920828819275,-0.014372533187270164,-0.01721605658531189,0.49313992261886597,-0.0807441771030426,-2.2732812794856727e-05,-0.013207204639911652,-0.00652923621237278,-0.013905227184295654,-0.6034729480743408,0.004880629479885101,1.2344794273376465,-0.061306431889534,0.6027517318725586,-0.029821064323186874,-0.06525915861129761,-0.018909092992544174,-0.0015947133069857955,1.5564088821411133,-0.017578035593032837,-0.0002628553775139153,-0.011574683710932732,-0.04115048795938492,-0.12151531875133514,0.7554308772087097,3.6356964111328125,-15.87588119506836,0.0002601229352876544,-0.00299869105219841,0.06988615542650223,0.6302165985107422,0.10365438461303711,133952.0,0.12037406116724014,980.97998046875,940.72998046875,125.7352523803711,90.44393157958984
1452,-0.8199626803398132,-0.013897456228733063,-0.016674697399139404,0.47664663195610046,-0.07528728991746902,-2.0298713934607804e-05,-0.012171524576842785,-0.006279151886701584,-0.01338321715593338,-0.5748832821846008,0.004728219471871853,1.1909347772598267,-0.05473035201430321,0.5817660093307495,-0.029053255915641785,-0.06065775081515312,-0.018339121714234352,-0.0015308894217014313,1.5047930479049683,-0.01568000391125679,-0.0002547532203607261,-0.010609224438667297,-0.039786599576473236,-0.11701515316963196,0.73204505443573,3.5234973430633545,-15.838984489440918,0.0002601229352876544,-0.0017827245173975825,0.058120205998420715,0.6304490566253662,0.10438680648803711,133776.0,0.12056124210357666,993.6799926757812,939.9000244140625,127.79174041748047,89.59212493896484
1453,-0.8535940647125244,-0.014445209875702858,-0.01730377972126007,0.49458998441696167,-0.079269178211689,-2.1966216081636958e-05,-0.012911444529891014,-0.006535962224006653,-0.013948837295174599,-0.5961512327194214,0.004819505847990513,1.242546558380127,-0.06028318405151367,0.6037625074386597,-0.03012031316757202,-0.06574586033821106,-0.018712345510721207,-0.0015938177239149809,1.5614650249481201,-0.01699034869670868,-0.00026504226843826473,-0.010893948376178741,-0.041239120066165924,-0.1204930767416954,0.7585123777389526,3.6553587913513184,-15.845547676086426,0.0002601229352876544,-0.003878213232383132,0.048895932734012604,0.6270036697387695,0.10469841957092285,134349.0,0.12043602019548416,992.030029296875,,127.41886901855469,
1454,-0.8639282584190369,-0.014634864404797554,-0.01752551645040512,0.5003139972686768,-0.07962898164987564,-2.246299663966056e-05,-0.013383927755057812,-0.006602452136576176,-0.014178736135363579,-0.6141238212585449,0.0046392399817705154,1.2554876804351807,-0.062320709228515625,0.6107014417648315,-0.030482381582260132,-0.07100550085306168,-0.018912680447101593,-0.001612525898963213,1.5787771940231323,-0.015156356617808342,-0.00026631576474756,-0.010918918065726757,-0.04174234718084335,-0.12159839272499084,0.766625165939331,3.6916351318359375,-15.854544639587402,0.0002601229352876544,-0.0018441735301166773,0.051971785724163055,0.6297886371612549,0.10398292541503906,133970.0,0.12033575773239136,1000.260009765625,937.5700073242188,128.09628295898438,89.14612579345703
1455,-0.8616299629211426,-0.014576397836208344,-0.017464615404605865,0.49693024158477783,-0.07954087853431702,-2.2246851585805416e-05,-0.012959858402609825,-0.00651776185259223,-0.014102943241596222,-0.5893306732177734,0.004556996747851372,1.2463607788085938,-0.059121470898389816,0.6025294065475464,-0.03139900416135788,-0.06220342218875885,-0.019072141498327255,-0.0015882968436926603,1.5664067268371582,-0.016080249100923538,-0.0002695724833756685,-0.011098395101726055,-0.041600391268730164,-0.11747374385595322,0.7651164531707764,3.6625680923461914,-15.859466552734375,0.0002601229352876544,-0.003425553673878312,0.05032174661755562,0.632570743560791,0.10371184349060059,133513.0,0.12053396552801132,995.8499755859375,974.6900024414062,127.94024658203125,93.9852523803711
1456,-0.8556517362594604,-0.01447354257106781,-0.017359867691993713,0.4925166964530945,-0.07890968024730682,-2.189250517403707e-05,-0.01286186184734106,-0.006521622650325298,-0.013957984745502472,-0.5970252752304077,0.004877207800745964,1.2352303266525269,-0.0591384693980217,0.5990991592407227,-0.03058645687997341,-0.06279464811086655,-0.018859848380088806,-0.001586772734299302,1.5549482107162476,-0.015687523409724236,-0.00026408149278722703,-0.01082884706556797,-0.04115993529558182,-0.12097232043743134,0.7536782026290894,3.638923406600952,-15.797664642333984,0.0002601229352876544,-0.001560421078465879,0.07922370731830597,0.635714054107666,0.10394096374511719,132905.0,0.12090161442756653,981.469970703125,,125.76493072509766,
1457,-0.8624882698059082,-0.014591916464269161,-0.017499417066574097,0.4964965581893921,-0.07877610623836517,-2.1786083379993215e-05,-0.013413643464446068,-0.006615594029426575,-0.014076747000217438,-0.6155588626861572,0.004820935428142548,1.2423089742660522,-0.05904224514961243,0.6059741973876953,-0.03026856854557991,-0.07099822163581848,-0.018848229199647903,-0.0016126849222928286,1.5669162273406982,-0.01708175614476204,-0.0002723817597143352,-0.011324837803840637,-0.0415353998541832,-0.12685512006282806,0.7586592435836792,3.6678948402404785,-15.784469604492188,0.0002601229352876544,-0.003102665301412344,0.04700331762433052,0.6280186176300049,0.10454678535461426,134191.0,0.12083160132169724,992.9299926757812,945.3499755859375,126.84547424316406,89.70159149169922
1458,-0.8702206015586853,-0.01475231721997261,-0.01770932227373123,0.5005067586898804,-0.07896062731742859,-2.215518179582432e-05,-0.013052692636847496,-0.006650302559137344,-0.014208374544978142,-0.5982390642166138,0.004816969390958548,1.2546440362930298,-0.06043007969856262,0.6106665134429932,-0.030569178983569145,-0.06419959664344788,-0.019286414608359337,-0.001621023751795292,1.579960584640503,-0.019287291914224625,-0.00026899913791567087,-0.010600815527141094,-0.04182575270533562,-0.1251334249973297,0.7670921087265015,3.7006938457489014,-15.820199012756348,0.0002601229352876544,-0.002726559294387698,0.034506529569625854,0.6273360252380371,0.10557031631469727,134129.0,0.12044932693243027,1001.0,902.0800170898438,128.66900634765625,85.3616943359375
1459,-0.762530505657196,-0.012922218069434166,-0.015496907755732536,0.43794339895248413,-0.06883607059717178,-1.9116327166557312e-05,-0.011649062857031822,-0.005802512168884277,-0.012467622756958008,-0.5194635391235352,0.004211656749248505,1.0975019931793213,-0.05259723588824272,0.5339256525039673,-0.026861226186156273,-0.05923209711909294,-0.017075344920158386,-0.0014146501198410988,1.3805397748947144,-0.013557049445807934,-0.00023552756465505809,-0.008693228475749493,-0.0366998016834259,-0.10509045422077179,0.6725870966911316,3.237445831298828,-15.847516059875488,0.0002601229352876544,-0.003344528377056122,0.05604183301329613,0.6221346855163574,0.10390496253967285,135397.0,0.12055493146181107,1001.0,948.1500244140625,129.0745391845703,90.3426284790039
1460,-0.8695688247680664,-0.01474671345204115,-0.017647098749876022,0.4969754219055176,-0.08126361668109894,-2.1610167095786892e-05,-0.013636348769068718,-0.006666313856840134,-0.014316710643470287,-0.6385314464569092,0.004692676942795515,1.2398066520690918,-0.05915850028395653,0.6038030982017517,-0.031063228845596313,-0.0753040760755539,-0.01953643560409546,-0.001629433361813426,1.5677580833435059,-0.018890198320150375,-0.00026868609711527824,-0.011867384426295757,-0.04175367206335068,-0.12928029894828796,0.7557663917541504,3.648451328277588,-15.788261413574219,0.0002601229352876544,-0.0025865095667541027,0.0585455484688282,0.6274981498718262,0.10390901565551758,134403.0,0.12087297439575195,994.219970703125,,125.56568145751953,
1461,-0.7605482935905457,-0.012882309965789318,-0.015450420789420605,0.43423256278038025,-0.07131445407867432,-1.9567673007259145e-05,-0.012013424187898636,-0.0058175912126898766,-0.012463035993278027,-0.5457982420921326,0.004219494294375181,1.0899754762649536,-0.05420197173953056,0.5284991264343262,-0.026884332299232483,-0.06129666417837143,-0.01665586046874523,-0.0014171118382364511,1.3713998794555664,-0.014708353206515312,-0.00023563030117657036,-0.01027147937566042,-0.03635122627019882,-0.1122312992811203,0.6632112860679626,3.1936826705932617,-15.71182918548584,0.0002601229352876544,-0.0023209615610539913,0.09406290203332901,0.6221518516540527,0.10448503494262695,135286.0,0.12151837348937988,989.9600219726562,933.260009765625,125.17401123046875,89.15936279296875
